sample, fq1, fq2
I1164_12629_Harvard_SIV_196_06_2_24_12_mini, I1164_12629_Harvard_SIV_196_06_2_24_12_mini_SE1.fastq.gz, I1164_12629_Harvard_SIV_196_06_2_24_12_mini_SE2.fastq.gz
